,N,P,K,temperature,humidity,ph,rainfall,label,Cluster
1408,108,25,35,27.64961,51.11044,6.351824,122.83928,coffee,Cluster 0
1409,104,15,35,25.467438,69.35161,6.392048,171.37645,coffee,Cluster 3
1410,93,37,28,26.735062,55.551647,6.119892,140.63052,coffee,Cluster 0
1411,83,15,35,26.208115,52.50988,6.910824,189.09448,coffee,Cluster 3
1412,95,34,28,27.042418,57.279274,6.5011573,165.68721,coffee,Cluster 3
1413,82,23,25,24.650902,51.93952,7.0275855,135.13866,coffee,Cluster 0
1414,102,32,35,27.351526,55.99375,7.1341143,148.98125,coffee,Cluster 0
1415,98,28,25,25.177877,62.262447,6.647766,135.01196,coffee,Cluster 0
1416,111,16,29,23.114388,68.00096,6.7032704,161.89445,coffee,Cluster 3
1417,107,30,27,27.227837,52.952618,7.493192,175.72603,coffee,Cluster 3
1418,92,23,30,23.26317,60.516003,6.7246885,194.17555,coffee,Cluster 3
1419,94,26,30,25.234661,57.531616,6.0434856,124.22617,coffee,Cluster 0
1420,119,19,25,25.595352,57.72921,7.101661,195.77333,coffee,Cluster 3
1421,85,30,25,25.567484,60.492447,7.466901,190.22578,coffee,Cluster 3
1422,115,31,34,25.673243,51.290436,6.877799,196.27364,coffee,Cluster 3
1423,98,40,30,24.407267,62.656925,6.4109926,148.69774,coffee,Cluster 0
1424,102,36,29,23.692871,66.7609,7.3938255,144.65764,coffee,Cluster 0
1425,107,27,35,24.5346,66.99765,7.4824142,180.50592,coffee,Cluster 3
1426,88,35,32,27.131405,52.893684,6.081173,192.42804,coffee,Cluster 3
1427,118,32,35,27.560886,68.493,6.516312,167.4358,coffee,Cluster 3
1428,82,27,25,23.593023,55.27565,6.043331,191.39807,coffee,Cluster 3
1429,120,38,29,23.177143,52.13864,6.959404,117.311356,coffee,Cluster 0
1430,120,18,32,24.71384,51.291424,7.2381096,197.64397,coffee,Cluster 3
1431,99,27,31,24.385347,64.72543,7.234258,119.63241,coffee,Cluster 0
1432,97,29,30,27.159985,51.591007,6.691541,126.175224,coffee,Cluster 0
1433,106,25,25,26.53543,67.096085,6.8095937,120.649445,coffee,Cluster 0
1434,111,23,27,27.012074,60.766453,6.4857616,191.4509,coffee,Cluster 3
1435,101,17,32,27.559065,58.457428,6.7844605,117.939,coffee,Cluster 0
1436,84,17,33,23.322931,53.003662,7.167093,168.26443,coffee,Cluster 3
1437,103,31,33,24.238506,54.303295,6.7341056,115.1564,coffee,Cluster 0
1438,85,25,35,23.426117,64.106514,6.7799845,122.68474,coffee,Cluster 0
1439,112,28,32,26.022415,55.83289,7.277423,176.9021,coffee,Cluster 3
1440,95,23,28,24.83846,56.76853,7.2127004,124.413506,coffee,Cluster 0
1441,93,37,32,26.240921,65.643814,7.487267,148.37712,coffee,Cluster 3
1442,92,21,35,24.430119,66.02411,7.2311664,181.63683,coffee,Cluster 3
1443,108,36,29,26.00374,62.14451,6.5598173,153.47778,coffee,Cluster 3
1444,117,27,32,26.223675,62.265945,6.9795904,193.7462,coffee,Cluster 3
1445,90,27,33,27.096172,63.55324,6.77923,190.24405,coffee,Cluster 3
1446,97,25,30,25.640043,61.032734,6.217974,199.47356,coffee,Cluster 3
1447,98,37,28,27.74577,54.369762,7.2050786,139.86194,coffee,Cluster 0
1448,93,22,32,26.249283,54.28618,6.854011,133.11203,coffee,Cluster 0
1449,86,18,33,26.67377,52.242264,6.2468724,156.15439,coffee,Cluster 3
1450,95,26,28,27.102104,55.749733,6.911066,139.50131,coffee,Cluster 0
1451,88,39,29,27.629755,61.260025,6.777418,196.64926,coffee,Cluster 3
1452,95,23,29,27.536455,55.51673,6.273742,130.63771,coffee,Cluster 0
1453,94,21,35,23.569605,50.563396,6.9061246,130.37971,coffee,Cluster 0
1454,100,36,28,24.994518,57.932503,7.162802,192.87369,coffee,Cluster 3
1455,109,19,34,27.564419,54.410942,6.955787,177.81609,coffee,Cluster 3
1456,120,33,29,23.981434,61.109352,6.9719634,161.52791,coffee,Cluster 3
1457,80,32,35,24.229847,67.377686,6.840928,122.40734,coffee,Cluster 0
1458,84,27,33,25.60154,68.66258,6.536677,168.83836,coffee,Cluster 3
1459,84,40,26,24.312744,53.572857,6.0894437,184.4104,coffee,Cluster 3
1460,93,15,32,26.366299,52.257385,7.4564605,177.31761,coffee,Cluster 3
1461,86,15,32,26.560278,57.16218,6.759212,152.06163,coffee,Cluster 3
1462,83,21,25,26.350342,58.506504,7.460175,121.55863,coffee,Cluster 0
1463,91,20,27,25.204067,57.883705,6.6526427,156.14572,coffee,Cluster 3
1464,105,25,27,23.357231,55.187923,6.0262876,171.6977,coffee,Cluster 3
1465,81,27,25,23.605675,59.68849,6.07419,185.1568,coffee,Cluster 3
1466,94,17,34,24.184711,69.948074,7.045543,163.27087,coffee,Cluster 3
1467,101,18,25,26.444141,53.83876,6.993236,175.37233,coffee,Cluster 3
1468,88,19,29,26.124922,63.374794,6.726529,147.80353,coffee,Cluster 3
1469,117,27,25,27.773634,64.478584,6.9373527,192.71213,coffee,Cluster 3
1470,115,15,30,25.556566,62.67088,7.279057,193.58662,coffee,Cluster 3
1471,81,35,34,27.923744,67.96911,7.079851,115.23255,coffee,Cluster 0
1472,92,32,34,26.059685,52.310986,6.1362867,161.34325,coffee,Cluster 3
1473,117,23,34,26.35771,64.57578,6.5052037,163.62695,coffee,Cluster 3
1474,104,30,31,24.913704,54.15319,7.0420895,129.54811,coffee,Cluster 0
1475,115,24,27,27.313171,68.42334,6.3483377,192.42882,coffee,Cluster 3
1476,90,16,27,26.138786,52.26312,7.432322,136.30278,coffee,Cluster 0
1477,84,17,34,23.10694,67.0623,6.7876587,162.57697,coffee,Cluster 3
1478,90,15,28,23.526482,68.44031,6.7434173,171.88399,coffee,Cluster 3
1479,88,40,33,25.117111,68.4803,7.007332,194.87735,coffee,Cluster 3
1480,97,20,33,24.029526,58.848804,7.3030334,134.68039,coffee,Cluster 0
1481,97,20,27,26.708975,69.71184,6.861235,158.86089,coffee,Cluster 3
1482,94,24,25,26.717175,50.501484,7.131436,126.807396,coffee,Cluster 0
1483,89,24,30,24.592457,56.468296,7.288212,137.7044,coffee,Cluster 0
1484,98,28,32,27.510061,50.666874,6.983732,143.99556,coffee,Cluster 0
1485,103,32,26,27.578476,58.52534,6.17209,156.68103,coffee,Cluster 3
1486,112,19,28,26.650694,57.566956,6.351182,145.10507,coffee,Cluster 0
1487,93,16,31,26.972515,62.018364,6.9086714,142.86108,coffee,Cluster 0
1488,80,19,35,23.171246,52.978413,6.7661843,153.12016,coffee,Cluster 3
1489,107,32,28,23.526522,65.44341,6.3927917,186.17282,coffee,Cluster 3
1490,115,40,28,27.30902,55.196224,6.348316,141.48317,coffee,Cluster 0
1491,113,31,27,27.548231,62.88179,6.123796,181.41708,coffee,Cluster 3
1492,83,38,31,25.627356,57.04151,7.4285235,188.55066,coffee,Cluster 3
1493,118,34,25,23.292503,50.04557,6.020947,183.46858,coffee,Cluster 3
1494,115,23,29,24.91461,53.741447,6.3346105,166.25493,coffee,Cluster 3
1495,116,39,30,26.774637,66.41327,6.7800636,177.7745,coffee,Cluster 3
1496,107,15,28,27.417112,56.636364,6.086922,127.92461,coffee,Cluster 0
1497,105,18,27,24.131798,67.22512,6.362608,173.32285,coffee,Cluster 3
1498,113,33,26,26.272419,52.127396,6.7587924,127.17529,coffee,Cluster 0
1499,119,23,32,23.603016,60.396473,6.779833,140.93704,coffee,Cluster 0
